LAMOST,ObsID,Gaia,RAJ2000_x,DEJ2000_x,S_N,RVel,Teff_x,logg_x,__Fe_H_,A_Li_,DelA_Li_,e_DelA_Li_,Flag,Lim,DR7,Simbad,angDist,TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source_1,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments,ra_deg,dec_deg,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source_2,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff_y,b_Teff,B_Teff,logg_y,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,RAJ2000_y,DEJ2000_y,e_RAJ2000,e_DEJ2000,RADEcorJ2000,GaiaDR3
J122336.13+503240.6,703112137,1547655215589870336,12 23 36.14,+50 32 40.6,100,-33,5264,4.49,0.15,1.4,0.0,0.0,1,1,84,Simbad,0.025987,141205978,3862.01,,3,4,4,3,4,4,4,25.7,95.4,31.7,9,3,3,PC,PC,11.7201,0.007,,1,qlp-s49-tois,FAINT,12:23:36.14,50:32:40.65,41.305,0.032,-11.352,0.037,2459662.738608,0.0006192,1.5574603,1.9e-06,1.272,0.068,4.24265,0.001824,3900.0,1.67963,6.15317,0.363828,358.839,1212.0,41.0,249.02,1.6675,5564.4,378.8,4.46,0.08,0.93,0.05,,,0.92,0.11391,"15,22,48,49",2021-06-23,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,185.9005833333333,50.544625,Gaia DR3 1547655215589870336,185.90057237727,50.54462309349,0.0,0.0,32,1636148068921376768,1547655215589870336,446138619,0.0069,0.0081,4.006,0.0117,342.3936,42.813,41.308,0.009,-11.254,0.01,0.3264,-0.0122,0.0231,-0.0214,0.0998,-0.0056,-0.0512,0.1386,0.0028,0.3156,696,696,683,13,1.1124,1173.1,0.07,9.1035,31,1,1.519,,,,,,,,79,31,0.015369,82,0.005784,176.4,0,0,1.03,0,672,243427.51196,46.8416,5196.82,12.221443,0.002763,75,121610.0,55.6732,2184.35,12.62612,0.002834,75,172094.0,56.5442,3043.53,11.658482,0.003796,1.207,0.0,2.0,0.0,0.0,0,0.967638,0.404676,0.562962,-27.84,0.48,1.0,40.0,11.0,23.0,39.987,0.13575,0.358454,958.479,9.92,5250.0,4.0,0.25,111.0,,,,11.416206,0.01464,29.0,41.12316,NOT_AVAILABLE,0.0,0.0,0.999751,5295.4,5291.4,5299.2,4.4422,4.4399,4.4458,0.1754,0.1708,0.18,245.7778,244.6535,246.6316,0.0296,0.0265,0.0325,0.0241,0.0215,0.0264,0.0127,0.0113,0.014,MARCS,185.90028347539,50.54467311001,0.137534,0.166503,0.3165,1547655215589870336
J082356.75+223947.6,809706157,677884760027950080,08 23 56.76,+22 39 47.6,97,-2,4754,4.6,-0.09,0.7,0.0,0.0,1,1,0,Simbad,0.11464,14570099,5558.01,,5,5,5,5,5,5,5,1.1,33.0,9.14,0,1,4,KP,KP,11.0384,0.006,,1,spoc-s42-s46-b02,SPOC,08:23:56.76,22:39:47.61,-126.231,0.065,43.543,0.039,2459521.86638,0.009239729,26.2006907848958,0.007226604,4.00148525068979,0.6258645,1.203739,0.18443,1108.07065814969,169.85165,2.97059264348858,0.41941646,8.81098779376381,439.416033467957,7.9408665,105.58,0.4845,4678.0,132.02,4.60838,0.096305,0.709927022457123,0.0543568,,,0.746,0.0860493,"44,45,46",2022-05-17,2022-05-17,2022-12-14 12:09:24,K2-346 b,125.98649999999996,22.663225,Gaia DR3 677884760027950080,125.98646635338,22.66323207416,0.0,0.0,114,1636148068921376768,677884760027950080,738173816,0.0133,0.0105,9.4659,0.0177,535.7648,133.578,-126.255,0.016,43.619,0.013,-0.261,0.0145,-0.005,0.1097,-0.2971,-0.0273,0.3196,0.4363,-0.3884,-0.3839,327,327,326,1,-1.4073,658.25,0.084,9.5974,31,1,1.461,,,,,,,,37,18,0.02532,63,0.01593,112.0,4,0,0.944,0,344,402285.32305,113.929,3531.01,11.676031,0.002772,58,174490.0,87.3489,1997.62,12.234118,0.002843,58,323677.0,93.8132,3450.23,10.972617,0.003792,1.238,0.0,0.0,0.0,0.0,0,1.261501,0.558087,0.703414,4.26,0.36,1.0,19.0,4.0,14.0,51.165,-1.4638,0.912184,941.072,5.32,4500.0,4.5,0.25,444.0,10.1003,4.8251,14.0,10.698419,0.008482,15.0,53.42712,NOT_AVAILABLE,0.0,0.0,0.999877,4626.4,4622.1,4630.9,4.5807,4.5789,4.5836,-0.0239,-0.0304,-0.018,105.091,104.5871,105.3395,0.036,0.0305,0.0414,0.0278,0.0236,0.032,0.0146,0.0124,0.0169,MARCS,125.98707444167,22.6630382091,0.262645,0.197908,-0.3942,677884760027950080
J112505.98+410140.8,817003190,770622651659107712,11 25 05.98,+41 01 40.9,89,-58,5660,4.22,0.08,1.8,0.0,0.0,1,1,0,Simbad,0.05,17993892,1800.01,,5,5,5,5,5,5,5,51.5,143.5,103.53,0,0,2,KP,KP,11.1065,0.007,,1,qlp-s48-tois,SPOC,11:25:05.98,41:01:40.87,-1.088,0.047,13.243,0.061,2459632.338336,0.0005015,4.1244833,4.4e-06,3.567,0.074,10.462458,0.001354,9590.0,1.24726,12.4249,0.670575,459.542,1289.0,131.0,277.278,3.1795,5634.0,125.032,4.24009,0.0810481,1.26,0.07,0.04,0.08,1.0,0.123995,"22,48",2020-04-15,2022-07-07,2022-12-14 12:09:24,HAT-P-21 b,171.27491666666666,41.028019444444446,Gaia DR3 770622651659107712,171.2749346008,41.02802258437,0.0,0.0,175,1636148068921376768,770622651659107712,447309338,0.0136,0.0181,3.519,0.0228,154.1022,13.571,-1.142,0.017,13.523,0.024,-0.0516,-0.2996,-0.2218,-0.059,-0.4075,-0.0691,-0.3198,0.2536,0.2884,-0.1737,291,291,286,5,2.5406,1104.5,0.13,23.563,31,1,1.547,,,,,,,,33,17,0.034413,35,0.02086,90.48,0,0,1.108,0,293,448822.15131,334.869,1340.29,11.557181,0.002872,33,236890.0,510.341,464.181,11.902174,0.003641,32,301273.0,417.57,721.492,11.050494,0.004068,1.199,0.0,0.0,0.0,0.0,0,0.85168,0.344993,0.506687,-51.87,0.48,1.0,17.0,4.0,13.0,38.626,-1.0486,0.813772,911.176,5.56,5750.0,4.5,0.0,222.0,,,,10.863432,0.016521,11.0,,NOT_AVAILABLE,0.0,0.0,0.999561,5572.2,5569.6,5579.6,4.2935,4.2828,4.2978,-0.1072,-0.1139,-0.0956,279.4247,277.082,285.8982,0.0021,0.0004,0.0074,0.0017,0.0003,0.0061,0.0009,0.0002,0.0033,MARCS,171.27494133064,41.02796248256,0.283293,0.387502,-0.1631,770622651659107712
J143856.21+370136.2,908305026,1486405790789078016,14 38 56.21,+37 01 36.3,133,-17,5717,4.59,0.08,2.7,0.1,0.0,11,0,0,Simbad,0.007727,68035559,2484.01,,3,4,3,3,4,4,4,8.9,68.5,23.42,6,3,6,PC,PC,10.8945,0.006,,1,qlp-s50-tois,QLP,14:38:56.21,37:01:36.26,-31.096,0.027,4.948,0.036,2459686.111638,0.0016602,8.3272872,2.57e-05,2.517,0.223,3.229435,0.002674,2970.0,2.46256,5.183,0.299337,63.8466,787.0,20.0,179.127,0.833,5632.0,121.0,4.54,0.08,0.89,0.04,,,0.998,0.120218,"23,50",2021-02-11,2022-12-12,2024-04-20 00:00:00,ephemeris match to 68035552(other star in pixel); very slight depth aperture correlation,219.7342083333333,37.026738888888886,Gaia DR3 1486405790789078016,219.73420954108,37.02674080645,0.0,0.0,18,1636148068921376768,1486405790789078016,1100756967,0.0099,0.0121,5.5963,0.0164,341.7136,31.379,-30.979,0.012,4.995,0.017,0.1472,-0.0164,0.1818,-0.0367,-0.0941,-0.0317,0.0319,-0.1133,-0.2113,0.2092,537,537,528,9,1.9917,2277.3,0.138,37.686,31,1,1.543,,,,,,,,61,29,0.023578,69,0.0055,4.257,0,0,1.062,0,542,539861.56079,251.436,2147.11,11.356661,0.002801,65,282871.0,358.409,789.241,11.709572,0.003111,63,366175.0,281.81,1299.37,10.838675,0.003871,1.202,0.0,0.0,0.0,0.0,0,0.870896,0.352911,0.517985,-11.32,0.59,1.0,33.0,11.0,21.0,64.206,-0.27972,0.844271,918.806,6.2,5750.0,5.0,0.25,444.0,8.3959,5.0696,18.0,10.643394,0.008866,18.0,,NOT_AVAILABLE,0.0,0.0,0.999389,5683.3,5670.0,5704.2,4.547,4.5373,4.5526,0.0146,0.002,0.0396,176.2867,175.4781,180.1354,0.1206,0.1125,0.135,0.1005,0.0937,0.1125,0.0536,0.05,0.06,MARCS,219.73438200292,37.02671860803,0.196096,0.264219,0.2147,1486405790789078016
J040431.65+161300.0,691214064,45456357610673408,04 04 31.66,+16 13 00.1,131,5,6189,4.35,0.06,2.9,0.1,0.0,9,0,10,Simbad,0.049598,243030574,6966.01,,2,4,2,2,1,4,4,4.8,38.0,8.83,0,2,0,PC,PC,10.6839,0.006,,1,spoc-s01-s72-b02,SPOC,04:04:31.65,16:12:59.93,-8.143,0.091,-9.441,0.042,2459449.712088,0.0016298724,2.16595219375353,1.5734324e-05,1.59262158265157,0.46877953,0.468359,0.059579,431.281517330406,54.872658,2.9108182622631,1.817786,1867.88040746786,1676.70637763202,8.518496,216.411,2.258,6194.54,108.524,4.28076,0.0779864,1.30634999275208,0.0608241,0.062531,0.0119585,1.188,0.159084,"42,43,44,70,71",2024-04-03,2024-04-03,2024-04-05 12:16:16,EPIC 210550063.01; low SNR; variable host,61.13187499999999,16.21664722222222,Gaia DR3 45456357610673408,61.13186074517,16.21664565289,0.0,0.0,82,1636148068921376768,45456357610673408,164522403,0.0211,0.0133,4.6226,0.0237,194.6472,12.633,-8.336,0.027,-9.492,0.016,0.1289,0.0897,-0.1891,0.0707,-0.2285,0.0618,0.6817,0.1885,-0.3374,0.079,485,485,474,11,9.0493,2819.7,0.16,52.638,31,1,1.536,,,,,,,,55,17,0.038049,66,0.0352,158.1,1,0,1.309,0,501,641550.3263,201.22,3188.31,11.16929,0.002776,59,331469.0,269.173,1231.43,11.537436,0.002926,58,445993.0,255.36,1746.53,10.624575,0.00383,1.212,0.0,1.0,0.0,0.0,0,0.912862,0.368147,0.544715,9.45,0.46,1.0,33.0,4.0,14.0,79.708,1.9888,0.037937,915.891,10.48,5750.0,3.5,-0.25,444.0,7.7737,5.1267,25.0,10.406693,0.00708,26.0,84.21143,NOT_AVAILABLE,0.0,0.0,0.999891,5732.7,5718.0,5747.2,4.2888,4.2855,4.2921,-0.4547,-0.4681,-0.4416,213.7634,212.6851,214.8586,0.3006,0.2921,0.3095,0.2508,0.2435,0.2582,0.1355,0.1316,0.1396,MARCS,61.13189933142,16.21668783977,0.439348,0.248328,0.0745,45456357610673408
J085554.63+305925.2,789513029,705868499185659904,08 55 54.63,+30 59 25.3,17,-5,4489,4.44,0.18,-0.2,2.6,1.1,0,1,0,Simbad,0.010999,165985431,3842.01,,3,4,3,3,3,4,4,56.6,130.7,121.14,5,3,1,PC,PC,12.6496,0.006,,1,qlp-s21-faintsearch,FAINT,08:55:54.63,30:59:25.25,-6.315,0.044,-14.161,0.034,2458895.099104,0.0009479,3.6566206,0.0002678,2.557,0.114,23.853161,0.00909,21730.0,8.37261,13.587,0.997221,113.212,908.0,62.0,253.701,1.95,4489.2,107.4,4.37,0.09,0.91,0.06,0.186,0.032,0.7,0.0810957,21,2021-06-23,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,133.97762499999996,30.990347222222223,Gaia DR3 705868499185659904,133.97762806255,30.99034565924,0.0,0.0,115,1636148068921376768,705868499185659904,561162210,0.0131,0.0091,3.9405,0.017,231.8031,15.518,-6.357,0.016,-14.156,0.013,-0.4317,-0.2079,-0.1834,0.4235,0.1894,0.374,-0.2619,0.3905,-0.4145,-0.439,405,0,402,3,-0.51,386.11,0.0,0.0,31,1,1.457,,,,,,,,46,20,0.026088,53,0.03139,166.2,0,0,0.981,0,438,91272.43182,12.5369,7280.32,13.286518,0.002759,51,39244.9,30.7019,1278.26,13.854084,0.002917,46,73561.7,32.8794,2237.32,12.581265,0.00381,1.236,0.0,2.0,0.0,1.0,0,1.272819,0.567566,0.705253,-0.67,1.15,2.0,24.0,3.0,15.0,17.712,,,972.575,,4500.0,4.5,0.25,222.0,,,,12.346836,0.020658,21.0,,NOT_AVAILABLE,0.0,0.0,0.999834,4744.2,4730.4,4752.2,4.5906,4.5797,4.6059,0.6105,0.5871,0.6232,242.938,239.8142,245.2591,0.1084,0.0928,0.1181,0.0838,0.0718,0.0914,0.0435,0.0372,0.0474,MARCS,133.97766102078,30.99040857392,0.258648,0.213699,-0.467,705868499185659904
J050718.05+594346.3,705409057,284571549348793728,05 07 18.05,+59 43 46.4,17,-9,6647,4.19,-0.29,2.7,1.0,0.5,1,1,8,Simbad,0.02657,252430813,3706.01,,3,4,3,3,1,4,4,33.1,41.6,317.0,1,1,0,PC,PC,13.4223,0.05,,1,spoc-s59-b0A,QLP,05:07:18.05,59:43:46.38,-1.981,0.035,-6.361,0.036,2459910.872881,0.0028588765,4.37017951769724,0.00083902024,3.78088218822947,0.18684071,16.410926,0.666906,15001.3632154195,614.05493,15.452326479688,0.6119335,772.649390171755,1344.66891745765,20.9724,740.11,16.2615,6647.1,112.0,4.4,,1.23066997528076,,-0.286,0.107,1.4,,"19,59",2021-06-23,2023-03-06,2023-03-24 12:12:10,found in faint-star QLP search,76.82520833333331,59.72955,Gaia DR3 284571549348793728,76.82522297317,59.72954988796,0.0,0.0,121,1636148068921376768,284571549348793728,1589315567,0.0142,0.012,1.3269,0.0204,64.952,6.731,-2.006,0.014,-6.425,0.014,-0.3268,0.2389,-0.3857,0.4814,-0.1032,0.4348,-0.3493,-0.0039,0.3782,-0.029,471,0,470,1,-2.5914,387.44,0.0,0.0,31,0,1.44,,,,,,,,55,21,0.023985,57,0.02682,154.6,1,0,0.916,0,485,41860.07901,8.34612,5015.52,14.132867,0.002764,52,17074.8,19.6656,868.258,14.757651,0.003058,51,35699.7,25.0021,1427.87,13.366233,0.003855,1.261,0.0,3.0,0.0,0.0,0,1.391418,0.624784,0.766634,-6.82,4.66,2.0,32.0,8.0,20.0,10.233,,,983.104,,6750.0,4.0,-0.25,222.0,,,,13.106918,0.032542,25.0,,NOT_AVAILABLE,0.0,0.0,0.999986,6287.9,6277.9,6299.1,4.1306,4.1182,4.1429,-0.3263,-0.3336,-0.3184,708.3041,698.4196,718.8416,1.6852,1.6795,1.6917,1.3648,1.3598,1.3704,0.7426,0.7397,0.7456,PHOENIX,76.82524065933,59.7295784442,0.236668,0.231966,-0.0789,284571549348793728
J150131.40+383159.7,811108198,1295706455411887872,15 01 31.41,+38 31 59.8,104,-2,5096,4.44,0.17,1.3,0.3,0.1,2,0,24,Simbad,0.037887,262880826,3966.01,,3,5,5,3,1,4,4,40.8,123.6,88.03,0,0,0,PC,APC,12.0753,0.006,,1,qlp-s50-tois,FAINT,15:01:31.41,38:31:59.79,,,,,2459684.28561,0.0010929,3.9967263,6.9e-06,2.886,0.201,13.173576,0.004635,12060.0,4.26926,11.278,1.23484,265.248,1124.0,73.0,,,5313.6,49.6,,,1.0,0.11,0.416,0.047,,,"23,24,50",2021-06-23,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,225.380875,38.533275,Gaia DR3 1295706455411887872,225.38086156295,38.5332744736,0.0,0.0,22,1636148068921376768,1295706455411887872,1401783239,0.1669,0.1894,3.3953,0.2509,13.5341,18.609,-3.736,0.201,-18.23,0.233,0.1182,-0.1002,0.1234,-0.0075,0.0957,-0.0436,-0.0249,-0.1912,-0.1277,0.2015,458,440,457,1,305.5517,313510.0,2.597,8855.5,31,0,1.506,,,,,,,,52,30,0.338579,56,0.04216,160.0,49,0,21.678,0,456,161230.03344,304.37,529.717,12.668752,0.003434,52,82843.6,50.4851,1640.95,13.042895,0.002868,51,125718.0,68.2719,1841.42,11.999405,0.003825,1.294,0.0,0.0,0.0,0.0,0,1.04349,0.374144,0.669347,5.1,1.03,1.0,20.0,3.0,15.0,22.484,1.5024,0.046892,949.766,15.13,5250.0,4.5,0.5,222.0,,,,11.764753,0.019657,17.0,23.82791,NOT_AVAILABLE,0.0,0.0,0.999968,5085.7,5075.2,5095.6,3.5863,3.5398,3.6089,-0.2227,-0.23,-0.2197,769.0231,751.7836,810.4296,0.0599,0.0515,0.0682,0.0484,0.0415,0.0551,0.0258,0.0221,0.0294,MARCS,225.3808827901,38.53335549424,3.206009,3.741062,0.2049,1295706455411887872
J101039.90+241623.2,801913048,726500525642401536,10 10 39.91,+24 16 23.2,51,-59,5771,4.23,-0.24,1.6,0.7,0.3,0,1,0,Simbad,0.021517,308073360,3837.01,TIC 308073360.01,3,4,3,3,4,4,4,19.7,85.5,85.52,1,3,4,PC,PC,11.366,0.007,,1,qlp-s48-tois,FAINT,10:10:39.91,24:16:23.24,50.376,0.077,-37.026,0.078,2459613.379817,0.0009589,11.8886495,2.73e-05,4.803,0.504,8.501943,0.003156,7800.0,2.90688,11.0233,0.6475,138.065,954.0,66.0,311.705,4.3435,5773.9,138.7,4.28,0.08,1.21,0.07,-0.241,0.086,1.03,0.125834,"21,45,46,48",2021-06-23,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,152.66629166666664,24.27312222222222,Gaia DR3 726500525642401536,152.66629095013,24.27311628099,0.0,0.0,119,1636148068921376768,726500525642401536,1673336448,0.0212,0.0186,3.0772,0.0266,115.5807,62.509,50.427,0.025,-36.939,0.022,-0.2041,-0.1487,-0.161,0.0348,0.1489,0.0546,-0.4626,0.3412,-0.2953,-0.2948,282,282,280,2,9.6104,1337.2,0.18,37.959,31,1,1.556,,,,,,,,32,15,0.038676,33,0.02519,154.9,42,0,1.435,0,274,357195.99022,129.028,2768.35,11.8051,0.002783,32,193079.0,114.2,1690.71,12.124204,0.002863,32,240008.0,88.0027,2727.28,11.297332,0.0038,1.212,0.0,0.0,0.0,0.0,0,0.826872,0.319103,0.507769,-56.37,0.68,1.0,17.0,2.0,14.0,36.031,-0.2231,0.52648,940.191,8.99,5750.0,4.0,-0.25,222.0,,,,11.095516,0.021042,15.0,,NOT_AVAILABLE,0.0,0.0,0.999874,5585.6,5581.8,5593.0,4.2548,4.2484,4.2646,-0.6316,-0.639,-0.6224,315.9097,310.8059,319.5141,0.003,0.0007,0.0081,0.0025,0.0005,0.0068,0.0013,0.0003,0.0037,MARCS,152.66604509452,24.27328045388,0.401111,0.359426,-0.2898,726500525642401536
J025656.00+284617.3,681410103,116922311314227840,02 56 56.00,+28 46 17.3,193,-28,7250,3.86,0.47,2.9,0.0,0.0,1,0,8,Simbad,0.036559,34551972,3678.01,,3,4,3,3,4,4,4,70.5,111.5,317.0,1,2,3,PC,PC,10.5873,0.01,,1,spoc-s42-s46-b0A,QLP,02:56:55.99,28:46:17.31,-6.69,0.12,-1.271,0.13,2459885.446229,0.00070015906,4.85421480255816,5.799561e-05,5.58820599134143,0.033899758,8.548249,0.058203,7842.31579951541,53.60526,18.9133255975579,0.925474,2370.87941257595,1779.70129289352,136.74275,499.255,14.566,7259.3,108.6,4.03,0.09,2.03943991661072,0.0992162,0.476,0.03,1.63,0.27897,"18,42,43,44,58",2021-06-23,2023-03-22,2023-03-24 12:12:10,found in faint-star QLP search; strong but shallow secondary of ~700 ppm and likely phase modulations consistent with hot Jupiter,44.233291666666666,28.771475,Gaia DR3 116922311314227840,44.23330323475,28.77147444064,0.0,0.0,65,1636148068921376768,116922311314227840,1307569496,0.0197,0.0179,2.0003,0.0213,94.0275,6.992,-6.876,0.024,-1.269,0.022,0.1201,0.1367,-0.1446,0.313,-0.101,0.2795,0.2112,0.1986,-0.0389,0.077,150,150,149,1,2.2877,522.61,0.115,14.581,31,1,1.579,,,,,,,,17,13,0.034885,38,0.05115,77.56,0,0,1.135,0,229,771164.34163,217.824,3540.31,10.9695,0.002772,37,433674.0,191.885,2260.07,11.245634,0.002831,36,487377.0,126.333,3857.88,10.528233,0.00379,1.194,0.0,1.0,0.0,0.0,0,0.717402,0.276134,0.441267,-14.67,4.32,1.0,10.0,1.0,10.0,42.444,13.569,0.0,799.386,26.45,7750.0,4.5,-0.25,555.0,9.3247,3.8546,7.0,10.350234,0.021218,7.0,,NOT_AVAILABLE,0.0,0.0,0.999969,7277.4,7263.4,7290.1,3.9307,3.9127,3.9421,-0.039,-0.0518,-0.0246,508.6628,501.3149,520.3622,0.7327,0.7253,0.74,0.6444,0.6378,0.651,0.3458,0.3422,0.3493,A,44.23333809976,28.7714800823,0.394978,0.342944,0.0471,116922311314227840
J041613.49+502434.8,719611114,271385376977851008,04 16 13.49,+50 24 34.9,191,6,6396,3.97,0.01,2.0,0.0,0.0,1,1,8,Simbad,0.022164,104734832,6057.01,TIC 104734832.01,3,4,3,3,3,4,4,14.4,57.6,56.33,0,8,1,PC,PC,9.51295,0.006,,1,spoc-s59-b02,SPOC,04:16:13.5,50:24:34.58,6.681,0.059,-20.51,0.037,2459912.751153,0.0025921,10.3274379870238,0.0020152035,8.80211143177618,0.24609986,1.346231,0.082946,1239.15636439443,76.39336,8.65754861210942,1.112431,856.735068397412,1379.84843576013,12.537905,305.581,3.6275,6402.35,140.99,3.78349,0.12315,2.40846991539001,0.260206,0.012,0.011,1.285,0.210884,59,2023-02-08,2023-02-08,2023-12-25 00:00:00,apparent odd-even likely due to underlying stellar variability and one TCE near a data gap,64.05624999999999,50.40960555555555,Gaia DR3 271385376977851008,64.05625885484,50.40960309382,0.0,0.0,66,1636148068921376768,271385376977851008,620041169,0.0112,0.0075,3.2753,0.0149,220.2386,21.6,6.641,0.017,-20.554,0.012,0.4452,0.0555,0.0366,0.3751,0.0579,0.3369,0.0693,-0.0789,0.0865,0.1555,653,653,646,7,-2.4396,1205.6,0.074,9.8094,31,1,1.558,,,,,,,,74,20,0.023568,76,0.01914,166.6,0,0,0.932,0,645,1960601.4531,226.438,8658.44,9.956393,0.002758,71,1054620.0,166.198,6345.52,10.280807,0.002795,75,1309950.0,227.059,5769.19,9.45476,0.003784,1.206,0.0,0.0,0.0,0.0,0,0.826048,0.324414,0.501634,11.18,0.33,1.0,22.0,6.0,12.0,118.22,1.8316,0.059613,927.857,3.92,6500.0,4.0,0.0,222.0,23.9074,1.8467,12.0,9.255667,0.007581,13.0,,NOT_AVAILABLE,0.0,0.0,0.99982,,,,,,,,,,,,,,,,,,,,,,,64.05621254026,50.40969444473,0.267061,0.192749,0.1278,271385376977851008
J035014.67+503715.3,888304192,251128219566278144,03 50 14.68,+50 37 15.3,198,10,7370,3.97,0.1,3.1,0.1,0.0,3,0,0,Simbad,0.016752,428867906,6060.01,,3,4,3,3,3,4,4,10.7,39.2,52.58,0,2,1,PC,PC,9.86105,0.006,,1,qlp-s59-ffi,QLP,03:50:14.7,50:37:15.01,12.385,0.079,-22.006,0.077,2459930.334093,0.0050235,3.3906311,2.59e-05,2.344,0.568,0.782012,0.062825,720.0,57.8619,8.3102,0.720709,1156.25,1624.0,9.0,384.79,5.212,7373.8,129.5,3.56,0.09,3.54,0.21,0.086,0.07,1.678,0.294829,"19,59",2023-02-08,2023-02-08,2023-12-25 00:00:00,low SNR; two stars in pixel,57.56125,50.62083611111111,Gaia DR3 251128219566278144,57.56124397869,50.62083345408,0.0,0.0,62,1636148068921376768,251128219566278144,1271724179,0.0124,0.0107,2.6662,0.0164,162.9911,25.39,12.377,0.017,-22.169,0.016,0.2302,0.0237,0.0004,0.2502,0.1136,0.2556,0.4071,-0.0101,0.014,0.2781,397,397,388,9,0.968,1067.0,0.104,17.305,31,0,1.615,,,,,,,,45,20,0.026816,50,0.01285,3.053,0,0,1.034,0,396,1702912.38655,336.918,5054.39,10.109386,0.002764,47,1020800.0,297.348,3433.02,10.316187,0.002808,44,993312.0,210.129,4727.15,9.75518,0.003786,1.183,0.0,0.0,0.0,0.0,0,0.561007,0.2068,0.354206,15.94,0.56,1.0,20.0,6.0,13.0,100.56,-0.55394,0.696672,781.459,8.29,7750.0,4.5,0.5,555.0,45.9523,5.1247,9.0,9.606574,0.008406,9.0,,NOT_AVAILABLE,0.0,0.0,0.999896,7578.6,7554.8,7589.4,3.9191,3.891,3.9304,-0.3098,-0.3228,-0.2988,389.4442,384.1921,403.5594,0.5511,0.5418,0.5556,0.4944,0.4859,0.4984,0.2651,0.2606,0.2673,A,57.56115727424,50.62093198236,0.279505,0.253735,0.2608,251128219566278144
