LAMOST,ObsID,Gaia,RAJ2000_x,DEJ2000_x,S_N,RVel,Teff_x,logg_x,__Fe_H_,A_Li_,DelA_Li_,e_DelA_Li_,Flag,Lim,DR7,Simbad,angDist,TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source_1,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments,ra_deg,dec_deg,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source_2,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff_y,b_Teff,B_Teff,logg_y,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,RAJ2000_y,DEJ2000_y,e_RAJ2000,e_DEJ2000,RADEcorJ2000,GaiaDR3
J013845.72+424039.8,692307107,348551718652896000,01 38 45.72,+42 40 39.9,259,-15,6883,4.05,0.02,3.3,0.0,0.0,10,0,14,Simbad,0.014594,327341626,1553.01,,5,5,5,5,2,5,5,63.4,98.0,317.0,1,2,1,PC,APC,10.3478,0.007,,1,qlp-s58-ffi,QLP,01:38:45.72,42:40:39.86,10.862,0.109,-10.268,0.186,2459908.543488,0.0005152,5.9382147,4.4e-06,2.293,0.319,7.09125,0.604618,6510.0,556.719,18.7642,1.48533,622.074,1391.0,92.0,441.44,22.9885,6775.5,129.2,3.97,0.1,2.09,0.14,,,1.47,0.26164,"17,18,58",2019-12-05,2023-02-03,2023-02-09 12:10:04,TFOP SB1/APC,24.6905,42.67773888888889,Gaia DR3 348551718652896000,24.69050532492,42.67773783591,0.0,0.0,113,1636148068921376768,348551718652896000,975062629,0.0193,0.0164,2.379,0.0235,101.116,14.958,10.806,0.022,-10.343,0.019,-0.1729,0.4341,-0.4213,0.1621,-0.3318,0.0758,-0.6414,-0.1944,0.3692,-0.1573,246,246,244,2,3.4214,749.09,0.121,19.436,31,1,1.623,,,,,,,,28,14,0.033782,38,0.009517,61.14,0,0,1.159,0,247,1044653.24161,224.981,4643.29,10.639936,0.002765,35,628879.0,307.685,2043.91,10.842125,0.00284,34,604507.0,141.401,4275.13,10.294393,0.003788,1.181,0.0,0.0,0.0,0.0,0,0.547732,0.202188,0.345544,-28.24,5.13,1.0,16.0,2.0,12.0,63.042,34.137,0.0,928.613,58.43,6750.0,4.0,0.0,555.0,8.4043,6.6931,12.0,10.147953,0.009253,13.0,,NOT_AVAILABLE,0.0,0.0,0.99885,6801.6,6762.7,6831.0,3.9883,3.9602,4.018,-0.1431,-0.1636,-0.123,419.4122,405.4304,432.2247,0.115,0.0968,0.1301,0.1016,0.0854,0.1149,0.0546,0.0459,0.0618,MARCS,24.69044000118,42.67778380663,0.357584,0.309628,-0.161,348551718652896000
J121642.11+573833.7,719116041,1574955715646199552,12 16 42.11,+57 38 33.7,66,1,6710,4.09,-0.01,2.5,0.2,0.1,1,1,8,Simbad,0.019528,224293782,5603.01,,3,4,3,3,3,4,4,10.6,40.2,30.68,1,2,3,PC,PC,11.6494,0.007,,1,qlp-s48-faintsearch,FAINT,12:16:42.11,57:38:33.72,-10.188,0.05,-3.401,0.049,2459635.463547,0.0020072,0.5736183,1.7e-06,0.793,0.172,0.727687,0.003352,670.0,3.08774,6.063,0.53134,3111.57,2080.0,15.0,795.259,22.001,6711.9,143.9,3.94,0.09,2.12,0.12,-0.006,0.021,1.43,0.227124,"15,21,22,41,48",2022-05-17,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,184.17545833333327,57.6427,Gaia DR3 1574955715646199552,184.17546843538,57.64270043937,0.0,0.0,44,1636148068921376768,1574955715646199552,1100809010,0.0138,0.0139,1.1506,0.0197,58.481,10.817,-10.285,0.018,-3.35,0.019,0.2288,-0.1427,-0.2012,-0.0695,-0.1112,-0.1177,-0.134,0.3875,-0.094,0.2299,378,378,375,3,5.3441,1224.3,0.146,27.296,31,1,1.621,,,,,,,,43,25,0.029197,48,0.0158,90.19,0,0,1.202,0,408,318833.72119,72.8223,4378.24,11.928456,0.002766,46,191555.0,124.344,1540.53,12.13281,0.002878,43,183950.0,93.3685,1970.15,11.586147,0.003819,1.178,0.0,1.0,0.0,1.0,0,0.546662,0.204353,0.342309,7.08,1.2,1.0,28.0,7.0,22.0,32.123,-0.92377,0.933411,963.402,20.88,6750.0,4.0,0.0,222.0,,,,11.434975,0.011128,21.0,,NOT_AVAILABLE,0.0,0.0,0.999488,6627.8,6622.8,6634.8,3.9648,3.9592,3.9731,-0.4448,-0.4476,-0.4414,719.5515,712.8838,724.5727,0.0323,0.0293,0.0362,0.0283,0.0258,0.0318,0.0153,0.0139,0.0172,A,184.17555384693,57.6427153302,0.292834,0.312606,0.2348,1574955715646199552
J073829.11+265434.6,608206175,872158672130162176,07 38 29.12,+26 54 34.6,65,-3,6061,4.35,0.11,2.8,0.1,0.0,5,0,8,Simbad,0.013815,95079513,5504.01,,3,4,3,3,4,4,4,3.6,32.0,18.34,1,2,3,PC,PC,10.8343,0.007,,1,qlp-s46-faintsearch,FAINT,07:38:29.11,26:54:34.18,-6.942,0.087,-29.99,0.089,2459563.048371,0.0034485,13.2414304,0.001724,3.989,0.455,1.553714,0.001942,1430.0,1.78906,4.4877,0.303195,93.077,865.0,13.0,265.58,3.8085,6062.1,144.6,4.34,0.09,1.2,0.07,0.111,0.014,1.13,0.151026,"44,45,46",2022-04-20,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,114.62129166666664,26.909494444444444,Gaia DR3 872158672130162176,114.62128969003,26.90949103576,0.0,0.0,130,1636148068921376768,872158672130162176,842322225,0.0162,0.0154,3.9218,0.0176,222.4598,30.659,-6.998,0.02,-29.849,0.02,-0.2784,-0.0221,-0.1472,0.1017,-0.2131,0.1286,-0.1982,-0.1181,0.1512,-0.3421,201,201,199,2,-3.9217,481.14,0.111,14.35,31,1,1.573,,,,,,,,23,15,0.032472,25,0.06397,91.98,0,0,0.806,0,186,610742.84146,123.056,4963.12,11.222721,0.002764,23,340369.0,243.411,1398.33,11.508668,0.002896,23,387939.0,130.503,2972.64,10.775988,0.003797,1.192,0.0,0.0,0.0,0.0,0,0.73268,0.285947,0.446733,7.57,0.43,1.0,12.0,1.0,11.0,43.687,-0.40953,0.672065,936.932,3.82,6000.0,4.5,0.0,222.0,7.1031,4.6056,11.0,10.609889,0.009444,11.0,,NOT_AVAILABLE,0.0,0.0,0.999146,5958.2,5955.3,5964.0,4.318,4.3128,4.3236,-0.0589,-0.0655,-0.0513,250.4035,249.0605,251.6794,0.0021,0.0004,0.0056,0.0017,0.0004,0.0048,0.0009,0.0002,0.0026,MARCS,114.62132456738,26.90962369943,0.328988,0.317379,-0.3474,872158672130162176
J112803.38+394021.5,817001157,770180995877330560,11 28 03.39,+39 40 21.5,153,10,5622,4.51,0.25,1.9,0.0,0.0,2,0,0,Simbad,0.058913,18019350,5397.01,,1,4,1,1,4,4,4,2.7,37.7,7.22,0,2,3,PC,PC,10.1174,0.006,,1,qlp-s48-ffi,QLP,11:28:03.39,39:40:21.53,-74.297,0.043,-3.392,0.062,2459620.860667,0.0081482,9.6477019,0.0001811,3.003,0.714,0.727687,0.00291,670.0,2.68007,2.57133,0.227324,77.7367,827.0,11.0,133.778,0.6295,5621.7,137.0,4.48,0.09,0.95,0.06,0.245,0.081,0.995,0.131103,"22,48",2022-03-24,2022-03-24,2022-12-14 12:09:24,slight depth aperture correlation but looks on target in centroid; weak transit shape,172.01412499999998,39.67264722222222,Gaia DR3 770180995877330560,172.01410376046,39.67264648754,0.0,0.0,165,1636148068921376768,770180995877330560,1391997468,0.0096,0.012,7.5004,0.014,533.9943,74.298,-74.225,0.014,-3.295,0.018,-0.1368,-0.0539,-0.2224,-0.069,0.0027,-0.083,-0.3157,-0.014,-0.217,-0.2065,336,336,334,2,-0.2268,660.41,0.074,7.41,31,1,1.539,,,,,,,,38,17,0.025749,42,0.02043,29.1,0,0,0.99,0,345,1095860.99255,515.958,2123.93,10.587978,0.002802,36,569793.0,850.207,670.182,10.949248,0.003226,37,748007.0,804.186,930.141,10.063132,0.003956,1.203,0.0,0.0,0.0,0.0,0,0.886116,0.36127,0.524846,14.87,0.28,1.0,20.0,6.0,15.0,83.593,0.63105,0.130373,910.176,3.24,5500.0,4.5,0.25,222.0,7.4043,4.8904,11.0,9.85902,0.007944,11.0,,VARIABLE,0.0,0.0,0.999146,5672.2,5669.3,5675.1,4.5229,4.5219,4.5239,0.2223,0.2192,0.2256,132.4023,132.1404,132.6619,0.1247,0.1224,0.1271,0.1036,0.1017,0.1055,0.055,0.0539,0.056,MARCS,172.01453235469,39.67266113334,0.232567,0.28897,-0.1956,770180995877330560
J125231.48+345403.7,899803112,1516635729123165184,12 52 31.48,+34 54 03.7,158,-7,6224,4.11,-0.17,2.8,0.0,0.0,8,0,0,Simbad,0.038545,330799746,1818.01,,3,4,3,3,4,4,4,19.2,69.9,67.81,3,11,8,PC,PC,10.9901,0.007,,1,qlp-s49-tois,QLP,12:52:31.48,34:54:03.7,23.706,0.052,-15.102,0.044,2459656.365708,0.0013928,5.5115037,1.35e-05,4.423,0.138,3.534389,0.000526,3250.0,0.484376,9.63687,0.431412,642.257,1402.0,31.0,401.96,6.7755,6236.9,103.1,4.09,0.08,1.63,0.07,-0.161623,0.00683763,1.21,0.165124,"22,49",2020-04-17,2022-07-13,2022-12-14 12:09:24,2 stars in pixel,193.13116666666664,34.90102777777778,Gaia DR3 1516635729123165184,193.13117941278,34.9010254624,0.0,0.0,172,1636148068921376768,1516635729123165184,1716789154,0.0142,0.0201,2.4433,0.0237,103.008,28.227,23.858,0.015,-15.086,0.03,-0.1069,-0.2705,-0.228,0.0825,-0.2984,-0.223,0.5893,0.1798,-0.3222,-0.4647,363,363,357,6,1.4606,1590.6,0.154,33.002,31,1,1.59,,,,,,,,41,17,0.04459,51,0.02517,107.2,0,0,1.055,0,395,545275.31344,180.976,3012.97,11.345827,0.002779,46,312237.0,207.529,1504.55,11.602333,0.002882,44,336305.0,154.664,2174.42,10.931063,0.003812,1.189,0.0,1.0,0.0,0.0,0,0.67127,0.256506,0.414764,-1.54,0.93,1.0,25.0,5.0,12.0,54.539,6.6612,0.0,985.195,13.74,6250.0,4.0,-0.25,222.0,,,,10.764579,0.015415,18.0,,NOT_AVAILABLE,0.0,0.0,0.999591,6152.3,6133.4,6175.2,4.1455,4.1214,4.2032,-0.3426,-0.3567,-0.326,380.1371,346.6637,395.6219,0.0134,0.0031,0.026,0.0115,0.0026,0.0224,0.0062,0.0014,0.0121,MARCS,193.13105012557,34.9010925098,0.242758,0.462932,-0.4649,1516635729123165184
J045620.74+384010.2,845215231,199058303810627456,04 56 20.74,+38 40 10.3,164,-23,6881,4.11,-0.2,2.3,0.0,0.0,1,0,0,Simbad,0.05289,121070864,6913.01,,3,4,3,3,1,4,4,31.7,129.0,27.84,0,2,0,PC,PC,10.4371,0.006,,1,qlp-s73-ffi,QLP,04:56:20.74,38:40:10.33,-2.506,0.09,-0.875,0.061,2460312.097225,0.0014433,0.5843146,8e-07,0.555,0.221,1.133014,0.352594,1043.0,324.698,5.71748,0.873119,2879.92,2040.0,13.0,278.382,3.69,6870.8,137.8,4.28,0.11,1.46,0.12,-0.197,0.012,1.49,0.260478,"19,73",2024-02-15,2024-02-15,2024-02-17 12:12:31,very short period; a/Rs~2.2,74.08641666666666,38.66953611111111,Gaia DR3 199058303810627456,74.08643547337,38.66953659522,0.0,0.0,91,1636148068921376768,199058303810627456,628601703,0.0142,0.0087,3.6896,0.0153,241.8775,2.747,-2.616,0.018,-0.837,0.014,-0.0182,0.154,-0.3093,0.1012,-0.0457,0.0514,-0.5013,0.0244,0.0444,0.0692,408,408,402,6,-1.5973,853.15,0.087,12.196,31,1,1.546,,,,,,,,46,20,0.026025,49,0.02164,174.9,2,0,0.943,0,394,826461.62174,137.525,6009.55,10.89431,0.002761,45,436005.0,160.527,2716.09,11.239813,0.002819,45,563022.0,160.068,3517.38,10.371582,0.003792,1.209,0.0,0.0,0.0,0.0,0,0.868231,0.345503,0.522728,-18.75,0.36,1.0,22.0,3.0,14.0,69.891,-2.4784,0.997746,923.166,4.87,6750.0,4.0,-0.25,222.0,7.0493,6.2048,17.0,10.157323,0.005985,17.0,,NOT_AVAILABLE,0.0,0.0,0.99997,6667.9,6659.0,6680.3,4.1695,4.1655,4.1755,-0.3291,-0.3328,-0.3252,267.292,265.1727,268.5421,0.696,0.6915,0.7024,0.5952,0.5912,0.6008,0.3214,0.3192,0.3245,PHOENIX,74.08645036618,38.66954031529,0.299533,0.22844,0.0601,199058303810627456
J052610.38+065444.4,896607129,3238079615160630784,05 26 10.38,+06 54 44.5,163,11,6900,4.13,-0.18,3.0,0.1,0.0,3,0,0,Simbad,0.076413,365690646,524.01,,5,5,5,5,5,5,5,5.4,40.3,26.9,6,1,6,PC,FA,10.094,0.006,,1,spoc,SPOC,05:26:10.38,06:54:44.31,-7.797,0.087,-9.559,0.07,2458471.143375,0.002412,12.983175,0.003306,1.527578,0.761684,1.283009,0.175077,1180.996904,161.23894,5.933251,6.288821,397.468687367061,1138.79481132182,7.579506,293.27,3.5595,6962.64,13.5697,4.14716,0.016843,1.67983,0.066178,-0.187102,0.0106535,1.511,0.262355,6,2019-03-28,2019-03-28,2022-12-14 12:09:24,Potentially instrument noise,81.54324999999999,6.912308333333334,Gaia DR3 3238079615160630784,81.54322878781,6.91230566965,0.0,0.0,90,1636148068921376768,3238079615160630784,1093140705,0.0136,0.0103,3.5366,0.0149,236.9576,12.229,-7.766,0.017,-9.447,0.012,-0.0024,0.0178,-0.4336,0.0103,-0.2127,0.0312,-0.7572,0.0693,0.2803,-0.0719,508,508,505,3,-0.0618,1384.9,0.091,15.955,31,0,1.621,,,,,,,,57,20,0.024385,59,0.04608,3.833,0,0,0.997,0,488,1325786.07122,224.447,5906.89,10.381184,0.002761,57,800830.0,193.243,4144.17,10.579691,0.002802,55,766066.0,151.214,5066.11,10.03723,0.003785,1.182,0.0,0.0,0.0,0.0,0,0.54246,0.198507,0.343953,17.81,0.82,1.0,28.0,6.0,15.0,101.94,1.4822,0.085637,958.349,13.33,7000.0,4.5,-0.25,555.0,63.9277,7.8636,22.0,9.887231,0.005627,22.0,,NOT_AVAILABLE,0.0,0.0,0.998856,6846.2,6820.9,6898.7,4.1571,4.1405,4.1948,-0.5359,-0.5455,-0.5024,275.2817,265.8843,279.8074,0.1268,0.1136,0.153,0.1123,0.1005,0.1355,0.0606,0.0542,0.0731,A,81.54326355718,6.91234765436,0.276456,0.1988,-0.0696,3238079615160630784
J175128.14+244840.9,745504039,4581117675331088384,17 51 28.14,+24 48 40.9,112,-25,6682,4.11,-0.1,2.4,0.5,0.2,1,1,18,Simbad,0.062432,308301091,6076.01,TIC 308301091.01,3,4,3,3,4,4,4,0.1,14.3,25.18,0,3,5,PC,PC,9.82897,0.006,,1,spoc-s14-s55-b02,SPOC,17:51:28.14,24:48:40.92,-7.327,0.034,-6.216,0.048,2459030.36672,0.00275209,720.574239906942,0.0040405677,6.66020760588991,0.38719842,1.582966,0.138568,1456.90318471282,127.61762,5.3917254071261,0.63847697,1.07212578773726,259.526186433184,9.610138,221.682,1.322,6665.4,142.8,4.31,0.1,1.37318003177643,0.0683869,-0.101,0.035,1.407,0.247262,"26,52,53",2023-02-23,2023-02-23,2024-08-07 00:00:00,potential SV; two transits,267.86725,24.811366666666668,Gaia DR3 4581117675331088384,267.8672690933,24.81136604273,0.0,0.0,169,1636148068921376768,4581117675331088384,1040068515,0.0083,0.0112,4.4783,0.0138,323.4871,9.678,-7.295,0.011,-6.361,0.015,-0.1237,0.1224,-0.033,0.1247,-0.1076,0.1365,-0.2077,-0.1429,-0.0303,-0.0903,527,527,519,8,1.7062,1506.6,0.109,22.207,31,1,1.616,,,,,,,,60,28,0.020731,69,0.008036,95.22,0,0,1.053,0,514,1664281.15225,343.252,4848.57,10.1343,0.002764,57,995588.0,298.157,3339.14,10.343343,0.002809,58,973230.0,225.729,4311.5,9.777357,0.003788,1.183,0.0,39.0,0.0,42.0,0,0.565986,0.209043,0.356943,-23.87,0.54,1.0,32.0,15.0,21.0,120.65,1.2935,0.141568,863.706,8.37,6750.0,4.0,0.0,222.0,54.8507,3.4677,12.0,9.626006,0.006978,12.0,,NOT_AVAILABLE,0.0,0.0,0.99885,6567.0,6557.4,6579.4,4.2251,4.2211,4.2313,-0.2866,-0.295,-0.2761,223.014,221.9934,223.8418,0.011,0.0059,0.0174,0.0097,0.0052,0.0153,0.0052,0.0028,0.0083,MARCS,267.86730481128,24.81139431163,0.172127,0.23879,-0.1017,4581117675331088384
J081636.70+162332.9,610508026,655758119311625344,08 16 36.70,+16 23 33.0,87,10,6528,4.21,0.01,2.7,0.1,0.0,4,0,16,Simbad,0.824501,386620582,5518.01,,3,4,4,3,2,4,4,47.7,154.8,109.18,7,1,2,PC,APC,10.927,0.049,,1,qlp-s46-faintsearch,FAINT,08:16:36.67,16:23:33.4,-6.998,1.773,-14.787,0.981,2459572.280265,0.0004951,4.469996,6e-05,3.524,0.1,10.122674,0.000544,9280.0,0.500927,11.2936,0.620807,894.532,1523.0,153.0,379.6726,66.2285,6948.0,189.1,,,1.12,0.06,,,,,"44,45,46",2022-04-20,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,124.15279166666666,16.392611111111112,Gaia DR3 655758119311625344,124.15292187673,16.39241914877,0.0,0.0,112,1636148068921376768,655758119311625344,184716470,0.0192,0.0134,2.3023,0.0235,98.0483,16.613,-6.248,0.022,-15.393,0.017,-0.347,-0.1404,-0.1645,0.2314,-0.2283,0.1171,0.2693,0.2599,-0.42,-0.4275,312,312,305,7,2.4787,1055.6,0.124,20.717,31,1,1.606,,,,,,,,35,18,0.033969,47,0.07792,107.5,0,0,1.102,0,328,407103.70077,98.5705,4130.07,11.663104,0.002768,34,242718.0,363.546,667.64,11.875787,0.00323,30,244936.0,326.32,750.6,11.275266,0.004047,1.198,1.0,0.0,0.0,0.0,0,0.600521,0.212683,0.387838,17.88,2.18,1.0,14.0,6.0,10.0,31.922,5.1515,0.0,967.054,20.87,6000.0,4.0,0.0,444.0,16.4111,16.3555,8.0,11.124163,0.019236,8.0,,NOT_AVAILABLE,0.0,0.0,0.999765,6414.5,6403.4,6452.1,4.2285,4.2113,4.238,-0.1967,-0.2181,-0.1549,416.2994,410.8501,436.3926,0.0077,0.0015,0.0291,0.0067,0.0013,0.0253,0.0036,0.0007,0.0136,MARCS,124.15295082024,16.39248756202,0.353232,0.268295,-0.4477,655758119311625344
J192407.75+490224.7,824903116,2129550445852902656,19 24 07.75,+49 02 24.8,263,-27,5715,4.23,0.1,2.0,0.0,0.0,4,0,0,Simbad,0.041145,417676622,1290.01,,5,5,5,5,5,5,5,2.8,31.3,5.47,0,82,6,KP,KP,9.50898,0.006,,1,qlp-s74-ffi,SPOC,19:24:07.75,49:02:24.77,-7.334,0.039,-10.43,0.048,2460351.621372,0.0042933,5.3987396,3.18e-05,3.12,0.513,0.380074,0.024152,350.0,22.2442,2.19583,0.15364,315.605,1174.0,13.0,144.166,0.435,5875.23,137.941,4.26474,0.0802204,1.26,0.07,0.12598,0.00399349,1.064,0.134549,"14,15,40,41,54,55,74",2019-10-17,2024-04-01,2024-04-05 12:16:16,Kepler-68 b,291.0322916666666,49.040213888888886,Gaia DR3 2129550445852902656,291.03230868666,49.04021141022,0.0,0.0,170,1636148068921376768,2129550445852902656,1267258563,0.0086,0.0106,6.9298,0.01,693.3986,12.754,-7.305,0.012,-10.454,0.013,-0.0756,-0.0659,0.0129,0.0816,0.1634,0.0707,-0.1997,-0.0741,0.0161,-0.0497,355,355,350,5,-2.0996,629.72,0.072,7.3575,31,0,1.559,,,,,,,,40,27,0.0182,42,0.01728,171.7,0,0,0.92,0,338,1993925.47012,337.327,5910.96,9.938094,0.002761,37,1078680.0,384.31,2806.78,10.256315,0.002817,41,1309790.0,238.696,5487.29,9.454888,0.003785,1.198,0.0,23.0,6.0,26.0,0,0.801427,0.318221,0.483206,-20.5,0.23,1.0,14.0,5.0,14.0,100.79,0.72492,0.13195,913.59,1.73,5750.0,4.5,0.25,222.0,5.6439,2.5578,6.0,9.281318,0.006737,6.0,,NOT_AVAILABLE,0.0,0.0,0.997667,5729.5,5717.7,5744.7,4.1806,4.1754,4.1875,-0.048,-0.0607,-0.0271,143.9776,143.6994,145.1819,0.0098,0.0023,0.0189,0.0082,0.0019,0.0158,0.0044,0.001,0.0085,MARCS,291.03235821111,49.04025787452,0.184505,0.209674,-0.0567,2129550445852902656
J042917.80+260948.8,701814152,151310808780908032,04 29 17.81,+26 09 48.9,169,-34,6102,3.05,-0.67,2.3,0.2,0.1,2,0,18,Simbad,0.017543,268143410,5536.01,,3,4,3,3,3,4,4,7.0,25.8,31.69,0,1,4,PC,PC,10.4756,0.011,,1,qlp-s70-ffi-k2,QLP,04:29:17.8,26:09:48.88,-6.527,0.104,-1.224,0.075,2460228.201463,0.0081793,3.1479748,9.6e-06,2.391,0.424,0.519106,0.041255,478.0,37.9961,6.17795,0.480898,810.338,1486.0,19.0,463.124,9.172,6555.0,135.3,3.56,0.09,3.22,0.15,,,1.36,0.234989,"43,44,70",2022-04-20,2023-12-14,2024-01-05 12:15:24,weak TESS QLP detection; multiple stars in pixel; transit m-shaped in phase light curve from K2 data,67.32416666666667,26.16357777777777,Gaia DR3 151310808780908032,67.32416125502,26.16357817223,0.0,0.0,80,1636148068921376768,151310808780908032,1400182370,0.0216,0.014,2.2536,0.0245,92.0735,6.78,-6.71,0.03,-0.966,0.022,0.1651,0.1352,-0.1781,0.0086,-0.1118,-0.0341,-0.0514,0.2367,0.0609,0.1857,325,325,322,3,10.0575,1867.0,0.178,50.55,31,1,1.488,,,,,,,,37,16,0.042468,42,0.003308,78.92,0,0,1.424,0,312,699021.33117,178.715,3911.36,11.07614,0.002769,38,324512.0,182.907,1774.19,11.560467,0.002856,37,539829.0,181.549,2973.47,10.417253,0.003797,1.237,0.0,0.0,0.0,0.0,0,1.143213,0.484326,0.658887,-44.64,5.14,1.0,15.0,5.0,11.0,60.372,22.388,0.0,888.594,53.67,5750.0,1.0,-2.0,111.0,131.6651,11.8988,7.0,10.120203,0.009454,7.0,,NOT_AVAILABLE,0.0,0.0,0.999996,7196.3,7190.5,7199.1,3.8167,3.8155,3.8197,-0.5793,-0.5872,-0.5735,424.2754,422.1704,425.1946,1.6404,1.6372,1.6417,1.3895,1.3866,1.3907,0.7561,0.7545,0.7568,MARCS,67.3241944832,26.1635824666,0.481866,0.355405,0.1848,151310808780908032
J092024.71+335256.3,738703002,702295464353437952,09 20 24.71,+33 52 56.4,266,3,5861,4.11,0.04,2.2,0.1,0.0,4,0,8,Simbad,0.020766,8767448,1767.01,,5,5,5,5,5,5,5,104.5,124.0,317.0,0,0,2,KP,KP,9.98111,0.006,,1,qlp-s48-ffi,SPOC/QLP,09:20:24.71,33:52:56.38,-2.155,0.079,-20.319,0.073,2458892.510627,0.0005681,4.3532339,0.0001972,3.869,0.144,11.208164,0.001268,10270.0,1.16817,16.2509,0.937069,617.309,1388.0,144.0,227.537,3.069,5914.0,145.7,4.07,0.09,1.59,0.09,0.05,0.1,1.076,0.133346,"21,48",2020-03-12,2022-03-23,2022-12-14 12:09:24,WASP-13 b,140.10295833333333,33.882327777777775,Gaia DR3 702295464353437952,140.10296506822,33.88232635913,0.0,0.0,132,1636148068921376768,702295464353437952,1262811924,0.0149,0.0138,4.331,0.0195,221.9206,20.2,-2.275,0.018,-20.072,0.017,-0.6298,-0.1183,-0.1555,0.4287,0.1345,0.409,-0.3083,0.3277,-0.3493,-0.6252,405,405,398,7,-3.2619,775.89,0.082,9.0712,31,1,1.572,,,,,,,,46,17,0.032295,54,0.03559,127.7,0,0,0.885,0,419,1323619.44365,211.081,6270.67,10.382959,0.002761,47,733459.0,244.707,2997.3,10.675102,0.002814,47,849970.0,272.379,3120.54,9.924387,0.003795,1.196,0.0,0.0,0.0,0.0,0,0.750715,0.292143,0.458572,10.0,0.2,1.0,31.0,5.0,14.0,114.56,-0.85808,0.720585,973.58,3.27,6000.0,4.0,0.0,222.0,5.2897,2.9693,20.0,9.751711,0.007639,20.0,124.7072,NOT_AVAILABLE,0.0,0.0,0.998258,6052.3,6014.4,6085.6,4.1858,4.1737,4.2398,0.0227,-0.0306,0.0536,221.3011,202.1682,227.4967,0.1084,0.0864,0.1284,0.0923,0.0735,0.1094,0.0495,0.0394,0.0587,MARCS,140.10297724525,33.88241556661,0.283375,0.280306,-0.6529,702295464353437952
